日付	感染者数	感染者数(7日間平均)	感染者数(10万人あたり)	感染者数(10万人あたり・7日間平均)	感染者数(累計)	死者数	死者数(7日間平均)	死者数(累計)	重症者数	重症者数(7日間平均)	入院療養中	退院療養解除	退院療養解除(累計)	PCR検査数(自費検査を除く)	PCR検査数(自費検査を含む)
2023/2/5	32459	40049.14	25.7312752889806	222.237550128284	32744705	188	262.57	69477	405	468.43	494702	4792	21603796	29046	36443
2023/2/6	15612	39218.57	12.3761258760764	217.628608554911	32760317	124	250.86	69601	406	450.57	490461	4919	21608715	99472	106892
2023/2/7	44755	38881	35.4787031503844	215.755383763393	32805072	161	238.71	69762	410	436.57	486255	3357	21612072	91432	112294
2023/2/8	41584	36887.71	32.964951218983	204.694399626262	32846656	200	223.29	69962	398	422.57	486334	1830	21613902	88826	113589
2023/2/9	32969	35126.29	26.135568409452	194.92001889016	32879625	223	198.43	70185	359	406	481338	6146	21620048	82253	107969
2023/2/10	28615	33510.71	22.6840149848788	185.95501712661	32908240	192	192	70377	326	389.71	477239	4833	21624881	86932	108495
2023/2/11	27371	31909.29	21.6978568635721	177.068495792327	32935611	181	181.29	70558	314	374	472049	10656	21635537	37119	53819
2023/2/12	13740	29235.14	10.8921323044639	162.229352807811	32949351	137	174	70695	291	357.71	467446	3369	21638906	25340	34269
2023/2/13	9423	28351	7.46990994941508	157.323136881149	32958774	93	169.57	70788	286	340.57	464640	3564	21642470	97765	106831
2023/2/14	32070	26538.86	25.4229026931701	147.267336423935	32990844	135	165.86	70923	270	320.57	459503	2498	21644968	83580	106110
2023/2/15	28772	24708.57	22.8084738474552	137.110859052407	33019616	213	167.71	71136	258	300.57	459578	1446	21646414	77751	100514
2023/2/16	21347	23048.29	16.9224416523574	127.897732295313	33040963	172	160.43	71308	254	285.57	454990	4437	21650851	74686	101282
2023/2/17	18606	21618.43	14.749564312726	119.96328162316	33059569	141	153.14	71449	232	272.14	450983	3654	21654505	75600	96829
2023/2/18	17124	20154.57	13.5747360685327	111.84016082812	33076693	130	145.86	71579	221	258.86	445449	8268	21662773	53674	70241
2023/2/19	14239	20225.86	11.2877053772388	112.235733900895	33090932	107	141.57	71686	220	248.71	442723	2536	21665309	24724	34200
2023/2/20	7020	19882.57	5.56497589354705	110.330799845027	33097952	51	135.57	71737	223	239.71	440050	2346	21667655	82851	91002
2023/2/21	19410	18074	15.386920526175	100.294817678032	33117362	72	126.57	71809	226	233.43	439149	973	21668628	70960	93388
2023/2/22	18654	16628.57	14.7876154299468	92.2739592605238	33136016	126	114.14	71935	210	226.57	438772	1261	21669889	70303	95966
2023/2/23	15193	15749.43	12.0439713320029	87.3954889401693	33151209	116	106.14	72051	194	218	434832	3267	21673156	34706	61693
2023/2/24	6512	14021.71	5.16226823629322	77.8081928637365	33157721	83	97.86	72134	183	211	432265	2474	21675630	78270	91519
2023/2/25	14846	13696.29	11.7688934637606	76.0023502589644	33172567	72	89.57	72206	173	204.14	428488	5174	21680804	52911	75185
2023/2/26	12399	13433.43	9.82907921710682	74.5437240988324	33184966	62	83.14	72268	172	197.29	426241	1565	21682369	23001	33107
2023/2/27	5330	13192	4.22525947473017	73.2040076800155	33190296	52	83.29	72320	170	189.71	425534	1535	21683904	75343	82874
2023/2/28	14792	12532.29	11.7260859568872	69.5431731107277	33205088	67	82.57	72387	166	181.14	424265	1051	21684955	68378	82249
2023/3/1	13950	11860.29	11.058605942305	65.814163623086	33219038	99	78.71	72486	160	174	423867	762	21685717	66640	81609
2023/3/2	11506	11333.57	9.12116989047755	62.8913621815606	33230544	87	74.57	72573	141	166.43	421995	2053	21687770	65433	79813
2023/3/3	10522	11906.43	8.34112198745044	66.0702159327178	33241066	67	72.29	72640	130	158.86	420769	1538	21689308	65921	78222
2023/3/4	10431	11275.71	8.26898341105261	62.5703058800098	33251497	81	73.57	72721	131	152.86	419325	3387	21692695	46662	59789
2023/3/5	8731	10751.71	6.92133967614805	59.662566339051	33260228	50	71.86	72771	132	147.14	419804	640	21693335	21571	29293
2023/3/6	4263	10599.29	3.37941484817537	58.8167217124962	33264491	34	69.29	72805	131	141.57	418484	1551	21694886	72503	79767
2023/3/7	12166	10224.14	9.64437275226402	56.7350085078731	33276657	35	64.71	72840	124	135.57	417485	828	21695714	65733	83080
2023/3/8	11805	9917.71	9.358196641499	55.034599207067	33288462	69	60.43	72909	128	131	417757	538	21696252	64644	85875
2023/3/9	9834	9678.86	7.79572264061848	53.709151957208	33298296	80	59.43	72989	124	128.57	416753	1491	21697743	65345	88404
2023/3/10	9113	9477.57	7.22416315069719	52.5921931204547	33307409	49	56.86	73038	116	126.57	416011	1263	21699006	64729	82382
2023/3/11	9100	9287.43	7.21385763978322	51.5370673491853	33316509	118	62.14	73156	109	123.43	414963	2573	21701579	42979	57977
2023/3/12	7013	9042	5.55942677228568	50.175154445323	33323522	43	61.14	73199	107	119.86	414594	947	21702526	20001	29118
2023/3/13	3368	8914.14	2.66992005832856	49.4656596554762	33326890	27	60.14	73226	111	117	414129	995	21703521	67500	76449
2023/3/14	10087	8617.14	7.99628373763663	47.8175706408487	33336977	47	61.86	73273	115	115.71	413138	680	21704201	58113	80172
2023/3/15	9552	8295.29	7.57217232694607	46.0315463262958	33346529	61	60.71	73334	119	114.43	413510	542	21704743	59313	81902
2023/3/16	7715	7992.57	6.11592436164039	44.3517480473177	33354244	57	57.43	73391	105	111.71	412647	1269	21706012	56352	78211
2023/3/17	7055	7698.57	5.59272149985391	42.7203063964744	33361299	48	57.29	73439	96	108.86	412207	920	21706932	53950	71254
2023/3/18	7066	7408	5.60144154755035	41.1078903042416	33368365	38	45.86	73477	86	105.57	411559	1922	21708854	36342	50863
2023/3/19	5938	7254.43	4.70724029286074	40.2557038248166	33374303	34	44.57	73511	80	101.71	411141	730	21709584	17967	27247
2023/3/20	2770	7169	2.19586655628566	39.7816503227738	33377073	22	43.86	73533	75	96.57	410694	843	21710427	60169	69626
2023/3/21	8518	6944.86	6.7524878434806	38.5378544286177	33385591	29	41.29	73562	76	91	410154	603	21711030	25596	45882
2023/3/22	4460	6217.43	3.53558297510254	34.5012650767742	33390051	30	36.86	73592	73	84.43	410421	390	21711420	62058	75735
2023/3/23	8485	6327.43	6.72632770039127	35.1116684155251	33398536	40	34.43	73632	73	79.86	409588	1026	21712446	60421	86686
2023/3/24	8639	6553.71	6.84840836814145	36.3673552838126	33407175	49	34.57	73681	68	75.86	409040	855	21713301	58936	81039
2023/3/25	8286	6728	6.56857411024656	37.3344878465088	33415461	44	35.43	73725	65	72.86	409163	1580	21714881	37364	56970
2023/3/26	6324	6783.14	5.01323469384495	37.640482247493	33421785	22	33.71	73747	59	69.86	409578	600	21715481	17796	29161
2023/3/27	2887	6799.86	2.28861615451144	37.7332318457188	33424672	17	33	73764	63	68.14	409756	686	21716167	59673	68536
2023/3/28	8445	6789.43	6.69461843604058	37.6753624382788	33433117	27	32.71	73791	67	66.86	409494	506	21716673	52622	68789
2023/3/29	8327	7341.86	6.60107610620603	40.7408555693823	33441444	34	33.29	73825	68	66.14	409595	366	21717039	52836	64966
2023/3/30	7207	7159.29	5.71321670438655	39.7277445733776	33448651	40	33.29	73865	68	65.43	409410	872	21717911	52099	61977
2023/3/31	6730	6886.57	5.33508372700451	38.2144199322406	33455381	43	32.43	73908	67	65.29	409909	466	21718377	46355	53562
2023/4/1	7478	6771.14	5.92804697036252	37.5738927923566	33462859	31	30.57	73939	63	65	409290	1469	21719846	36528	42693
2023/4/2	6290	6766.29	4.98628181914686	37.5469399176585	33469149	14	29.43	73953	52	64	408962	774	21720620	21068	26200
2023/4/3	3215	6813.14	2.54863212218715	37.8069558853342	33472364	14	29	73967	50	62.14	408716	727	21721347	60907	65697
2023/4/4	9616	6980.43	7.62290714990719	38.7352445992008	33481980	14	27.14	73981	54	60.29	408748	395	21721742	55064	63138
2023/4/5	9500	7148	7.53095028329017	39.6651187762849	33491480	21	25.29	74002	56	58.57	409082	328	21722070	58111	67104
2023/4/6	8562	7341.57	6.78736803426636	40.7392701061648	33500042	27	23.43	74029	57	57	409518	809	21722879	55755	65205
2023/4/7	8338	7571.29	6.60979615390247	42.0139825330627	33508380	31	21.71	74060	55	55.29	409943	639	21723518	57273	67279
2023/4/8	8468	7712.71	6.71285126304223	42.7987868257424	33516848	21	20.29	74081	50	53.43	410403	1208	21724726	41803	49711
2023/4/9	7079	7825.43	5.61174705846433	43.4242520650599	33523927	15	20.43	74096	56	54	410957	547	21725273	24341	28089
2023/4/10	3290	7836.14	2.6080869928447	43.4837069357174	33527217	14	20.43	74110	58	55.14	411153	640	21725913	53829	58484
2023/4/11	10158	7913.57	8.05256768185911	43.9133674676694	33537375	22	21.57	74132	62	56.29	411082	438	21726351	48200	59382
2023/4/12	10176	8010.14	8.06683685081692	44.4492540351961	33547551	32	23.14	74164	63	57.29	411726	307	21726658	47235	59794
2023/4/13	9128	8091	7.2360541248287	44.8979401257585	33556679	18	21.86	74182	60	57.71	411746	911	21727569	43335	56457
2023/4/14	8420	8102.71	6.67480014582139	44.9629441176774	33565099	16	19.71	74198	63	58.86	411943	858	21728427	45192	54499
2023/4/15	8596	8121	6.81432090896445	45.0644137635996	33573695	22	19.86	74220	53	59.29	412005	1261	21729688	28920	36885
2023/4/16	7028	8113.71	5.57131774641719	45.0239844515525	33580723	15	19.86	74235	58	59.57	412208	624	21730312	14505	19282
2023/4/17	3499	8143.57	2.77376789907709	45.1896653577849	33584222	9	19.14	74244	57	59.43	412249	700	21731012	55817	60613
2023/4/18	11612	8351.29	9.20519944100689	46.3422971169326	33595834	20	18.86	74264	55	58.43	412009	435	21731447	51304	64579
2023/4/19	12094	8625.29	9.58729607643277	47.8627563425485	33607928	22	17.43	74286	62	58.29	412617	318	21731765	46828	60439
2023/4/20	10543	8827.43	8.35776935123456	48.9844715689543	33618471	28	18.86	74314	57	57.86	413048	827	21732592	45961	60136
2023/4/21	10074	9063.71	7.98597822672265	50.2956496498556	33628545	24	20	74338	59	57.29	413261	747	21733339	47543	59776
2023/4/22	10660	9358.57	8.45051894946034	51.9318476903515	33639205	18	19.43	74356	56	57.71	413811	1175	21734514	28874	38100
2023/4/23	8694	9596.57	6.89200860662366	53.252538550558	33647899	20	20.14	74376	59	57.86	414211	659	21735173	13644	18669
2023/4/24	4091	9681.14	3.24306501146738	53.7218356629482	33651990	13	20.71	74389	57	57.86	414733	676	21735849	54766	60513
2023/4/25	12555	9815.86	9.95274534807454	54.4693815700159	33664545	18	20.43	74407	59	58.43	414661	457	21736306	46616	59733
2023/4/26	13233	9978.57	10.4902173788188	55.3723028724019	33677778	36	22.43	74443	58	57.86	415585	326	21736632	45677	60104
2023/4/27	11764	10153	9.32569464553953	56.3402281667069	33689542	24	21.86	74467	48	56.57	415807	965	21737597	40553	53864
2023/4/28	11428	10346.43	9.05933682499369	57.413586764978	33700970	34	23.29	74501	46	54.71	416002	848	21738445	42419	51029
2023/4/29	13047	10687.43	10.3427692995881	59.3058371151057	33714017	27	24.57	74528	49	53.71	416313	1369	21739814	12487	18859
2023/4/30	6722	10405.71	5.32874187413437	57.7425703826164	33720739	14	23.71	74542	51	52.57	416914	762	21740576	11822	
2023/5/1	5026	10539.29	3.98426906566488	58.4837744368139	33725765	8	23	74550	55	52.29	416762	846	21741422	33926	
2023/5/2	17218	11205.43	13.6492528397569	62.1802819284963	33742983	19	23.14	74569	64	53	416235	514	21741936		
2023/5/3	16631	11690.86	13.1839193854104	64.8739839350878	33759614	27	21.86	74596	71	54.86	417696	349	21742285		
2023/5/4	7343	11059.29	5.82102820317892	61.3693174927272	33766957	18	21	74614	71	58.14	418824	1027	21743312		
2023/5/5	5807	10256.29	4.60339245211221	56.9133731198457	33772764	19	18.86	74633	73	62	418698	857	21744169		
2023/5/6	6229	9282.29	4.93792519101205	51.5085290112697	33778993	12	16.71	74645	74	65.57	417593	1420	21745589		
2023/5/7	14436	10384.29	11.443873504166	57.6236606413013	33793429	9	16	74654	74	68.86	416522	800	21746389		
2023/5/8	9310	10996.29	7.38033127762437	61.0197228532608	33802739	15	17	74669	80	72.43	416576	831	21747220		
2023/05/09															
2023/05/10															
2023/05/11															
2023/05/12															
2023/05/13															
2023/05/14															
2023/05/15															
2023/05/16															
2023/05/17															
2023/05/18															
2023/05/19															
2023/05/20															
2023/05/21															
2023/05/22															
2023/05/23															
2023/05/24															
2023/05/25															
2023/05/26															
2023/05/27															
2023/05/28															
2023/05/29															
2023/05/30															
2023/05/31															
2023/06/01															
2023/06/02															
2023/06/03															
2023/06/04															
2023/06/05															
2023/06/06															
2023/06/07															
2023/06/08															
2023/06/09															
2023/06/10															
2023/06/11															
2023/06/12															
2023/06/13															
2023/06/14															
2023/06/15															
2023/06/16															
2023/06/17															
2023/06/18															
2023/06/19															
2023/06/20															
2023/06/21															
2023/06/22															
2023/06/23															
2023/06/24															
2023/06/25															
2023/06/26															
2023/06/27															
2023/06/28															
2023/06/29															
2023/06/30															
2023/07/01															
2023/07/02															
2023/07/03															
2023/07/04															
2023/07/05															
2023/07/06															
2023/07/07															
2023/07/08															
2023/07/09															
2023/07/10															
2023/07/11															
2023/07/12															
2023/07/13															
2023/07/14															
2023/07/15															
2023/07/16															
2023/07/17															
2023/07/18															
2023/07/19															
2023/07/20															
2023/07/21															
2023/07/22															
2023/07/23															
2023/07/24															
2023/07/25															
2023/07/26															
2023/07/27															
2023/07/28															
2023/07/29															
2023/07/30															
2023/07/31															
2023/08/01															
2023/08/02															
2023/08/03															
2023/08/04															
2023/08/05															
2023/08/06															
2023/08/07															
2023/08/08															
2023/08/09															
2023/08/10															
2023/08/11															
2023/08/12															
2023/08/13															
2023/08/14															
2023/08/15															
2023/08/16															
2023/08/17															
2023/08/18															
2023/08/19															
2023/08/20															
2023/08/21															
2023/08/22															
2023/08/23															
2023/08/24															
2023/08/25															
2023/08/26															
2023/08/27															
2023/08/28															
2023/08/29															
2023/08/30															
2023/08/31															
2023/09/01															
2023/09/02															
2023/09/03															
2023/09/04															
2023/09/05															
2023/09/06															
2023/09/07															
2023/09/08															
2023/09/09															
2023/09/10															
2023/09/11															
2023/09/12															
2023/09/13															
2023/09/14															
2023/09/15															
2023/09/16															
2023/09/17															
2023/09/18															
2023/09/19															
2023/09/20															
2023/09/21															
2023/09/22															
2023/09/23															
2023/09/24															
2023/09/25															
2023/09/26															
2023/09/27															
2023/09/28															
2023/09/29															
2023/09/30															
2023/10/01															
2023/10/02															
2023/10/03															
2023/10/04															
2023/10/05															
2023/10/06															
2023/10/07															
2023/10/08															
2023/10/09															
2023/10/10															
2023/10/11															
2023/10/12															
2023/10/13															
2023/10/14															
2023/10/15															
2023/10/16															
2023/10/17															
2023/10/18															
2023/10/19															
2023/10/20															
2023/10/21															
2023/10/22															
2023/10/23															
2023/10/24															
2023/10/25															
2023/10/26															
2023/10/27															
2023/10/28															
2023/10/29															
2023/10/30															
2023/10/31															
2023/11/01															
2023/11/02															
2023/11/03															
2023/11/04															
2023/11/05															
2023/11/06															
2023/11/07															
2023/11/08															
2023/11/09															
2023/11/10															
2023/11/11															
2023/11/12															
2023/11/13															
2023/11/14															
2023/11/15															
2023/11/16															
2023/11/17															
2023/11/18															
2023/11/19															
2023/11/20															
2023/11/21															
2023/11/22															
2023/11/23															
2023/11/24															
2023/11/25															
2023/11/26															
2023/11/27															
2023/11/28															
2023/11/29															
2023/11/30															
2023/12/01															
2023/12/02															
2023/12/03															
2023/12/04															
2023/12/05															
2023/12/06															
2023/12/07															
2023/12/08															
2023/12/09															
2023/12/10															
2023/12/11															
2023/12/12															
2023/12/13															
2023/12/14															
2023/12/15															
2023/12/16															
2023/12/17															
2023/12/18															
2023/12/19															
2023/12/20															
2023/12/21															
2023/12/22															
2023/12/23															
2023/12/24															
2023/12/25															
2023/12/26															
2023/12/27															
2023/12/28															
2023/12/29															
2023/12/30															
2023/12/31															
2024/01/01															
2024/01/02															
2024/01/03															
2024/01/04															
2024/01/05															
2024/01/06															
2024/01/07															
2024/01/08															
2024/01/09															
2024/01/10															
2024/01/11															
2024/01/12															
2024/01/13															
2024/01/14															
2024/01/15															
2024/01/16															
2024/01/17															
2024/01/18															
2024/01/19															
2024/01/20															
2024/01/21															
2024/01/22															
2024/01/23															
2024/01/24															
2024/01/25															
2024/01/26															
2024/01/27															
2024/01/28															
2024/01/29															
2024/01/30															
2024/01/31															
2024/02/01															
2024/02/02															
2024/02/03															
2024/02/04															
2024/02/05															
2024/02/06															
2024/02/07															
2024/02/08															
2024/02/09															
2024/02/10															
2024/02/11															
2024/02/12															
2024/02/13															
2024/02/14															
2024/02/15															
2024/02/16															
2024/02/17															
2024/02/18															
2024/02/19															
2024/02/20															
2024/02/21															
2024/02/22															
2024/02/23															
2024/02/24															
2024/02/25															
2024/02/26															
2024/02/27															
2024/02/28															
2024/02/29															
2024/03/01															
2024/03/02															
2024/03/03															
2024/03/04															
2024/03/05															
2024/03/06															
2024/03/07															
2024/03/08															
2024/03/09															
2024/03/10															
2024/03/11															
2024/03/12															
2024/03/13															
2024/03/14															
2024/03/15															
2024/03/16															
2024/03/17															
2024/03/18															
2024/03/19															
2024/03/20															
2024/03/21															
2024/03/22															
2024/03/23															
2024/03/24															
2024/03/25															
2024/03/26															
2024/03/27															
2024/03/28															
2024/03/29															
2024/03/30															
2024/03/31															
2024/04/01															
2024/04/02															
2024/04/03															
2024/04/04															
2024/04/05															
2024/04/06															
2024/04/07															
2024/04/08															
2024/04/09															
2024/04/10															
2024/04/11															
2024/04/12															
2024/04/13															
2024/04/14															
2024/04/15															
2024/04/16															
2024/04/17															
2024/04/18															
2024/04/19															
2024/04/20															
2024/04/21															
2024/04/22															
2024/04/23															
2024/04/24															
2024/04/25															
2024/04/26															
2024/04/27															
2024/04/28															
2024/04/29															
2024/04/30															
2024/05/01															
2024/05/02															
2024/05/03															
2024/05/04															
2024/05/05															
2024/05/06															
2024/05/07															
2024/05/08															
2024/05/09															
2024/05/10															
2024/05/11															
2024/05/12															
2024/05/13															
2024/05/14															
2024/05/15															
2024/05/16															
2024/05/17															
2024/05/18															
2024/05/19															
2024/05/20															
2024/05/21															
2024/05/22															
2024/05/23															
2024/05/24															
2024/05/25															
2024/05/26															
2024/05/27															
2024/05/28															
2024/05/29															
2024/05/30															
2024/05/31															
2024/06/01															
2024/06/02															
2024/06/03															
2024/06/04															
2024/06/05															
2024/06/06															
2024/06/07															
2024/06/08															
2024/06/09															
2024/06/10															
2024/06/11															
2024/06/12															
2024/06/13															
2024/06/14															
2024/06/15															
2024/06/16															
2024/06/17															
2024/06/18															
2024/06/19															
2024/06/20															
2024/06/21															
2024/06/22															
2024/06/23															
2024/06/24															
2024/06/25															
2024/06/26															
2024/06/27															
2024/06/28															
2024/06/29															
2024/06/30															
2024/07/01															
2024/07/02															
2024/07/03															
2024/07/04															
2024/07/05															
2024/07/06															
2024/07/07															
2024/07/08															
2024/07/09															
2024/07/10															
2024/07/11															
2024/07/12															
2024/07/13															
2024/07/14															
2024/07/15															
2024/07/16															
2024/07/17															
2024/07/18															
2024/07/19															
2024/07/20															
2024/07/21															
2024/07/22															
2024/07/23															
2024/07/24															
2024/07/25															
2024/07/26															
2024/07/27															
2024/07/28															
2024/07/29															
2024/07/30															
2024/07/31															
2024/08/01															
2024/08/02															
2024/08/03															
2024/08/04															
2024/08/05															
2024/08/06															
2024/08/07															
2024/08/08															
2024/08/09															
2024/08/10															
2024/08/11															
2024/08/12															
2024/08/13															
2024/08/14															
2024/08/15															
2024/08/16															
2024/08/17															
2024/08/18															
2024/08/19															
2024/08/20															
2024/08/21															
2024/08/22															
2024/08/23															
2024/08/24															
2024/08/25															
2024/08/26															
2024/08/27															
2024/08/28															
2024/08/29															
2024/08/30															
2024/08/31															
2024/09/01															
2024/09/02															
2024/09/03															
2024/09/04															
2024/09/05															
2024/09/06															
2024/09/07															
2024/09/08															
2024/09/09															
2024/09/10															
2024/09/11															
2024/09/12															
2024/09/13															
2024/09/14															
2024/09/15															
2024/09/16															
2024/09/17															
2024/09/18															
2024/09/19															
2024/09/20															
2024/09/21															
2024/09/22															
2024/09/23															
2024/09/24															
2024/09/25															
2024/09/26															
2024/09/27															
2024/09/28															
2024/09/29															
2024/09/30															
2024/10/01															
2024/10/02															
2024/10/03															
2024/10/04															
2024/10/05															
2024/10/06															
2024/10/07															
2024/10/08															
2024/10/09															
2024/10/10															
2024/10/11															
2024/10/12															
2024/10/13															
2024/10/14															
2024/10/15															
2024/10/16															
2024/10/17															
2024/10/18															
2024/10/19															
2024/10/20															
2024/10/21															
2024/10/22															
2024/10/23															
2024/10/24															
2024/10/25															
2024/10/26															
2024/10/27															
2024/10/28															
2024/10/29															
2024/10/30															
2024/10/31															
2024/11/01															
2024/11/02															
2024/11/03															
2024/11/04															
2024/11/05															
2024/11/06															
2024/11/07															
2024/11/08															
2024/11/09															
2024/11/10															
2024/11/11															
2024/11/12															
2024/11/13															
2024/11/14															
2024/11/15															
2024/11/16															
2024/11/17															
2024/11/18															
2024/11/19															
2024/11/20															
2024/11/21															
2024/11/22															
2024/11/23															
2024/11/24															
2024/11/25															
2024/11/26															
2024/11/27															
2024/11/28															
2024/11/29															
2024/11/30															
2024/12/01															
2024/12/02															
2024/12/03															
2024/12/04															
2024/12/05															
2024/12/06															
2024/12/07															
2024/12/08															
2024/12/09															
2024/12/10															
2024/12/11															
2024/12/12															
2024/12/13															
2024/12/14															
2024/12/15															
2024/12/16															
2024/12/17															
2024/12/18															
2024/12/19															
2024/12/20															
2024/12/21															
2024/12/22															
2024/12/23															
2024/12/24															
2024/12/25															
2024/12/26															
2024/12/27															
2024/12/28															
2024/12/29															
2024/12/30															
2024/12/31															
2025/01/01															
2025/01/02															
2025/01/03															
2025/01/04															
2025/01/05															
2025/01/06															
2025/01/07															
2025/01/08															
2025/01/09															
2025/01/10															
2025/01/11															
2025/01/12															
2025/01/13															
2025/01/14															
2025/01/15															
2025/01/16															
2025/01/17															
2025/01/18															
2025/01/19															
2025/01/20															
2025/01/21															
2025/01/22															
2025/01/23															
2025/01/24															
2025/01/25															
2025/01/26															
2025/01/27															
2025/01/28															
2025/01/29															
2025/01/30															
2025/01/31															
2025/02/01															
2025/02/02															
2025/02/03															
2025/02/04															
2025/02/05															
2025/02/06															
2025/02/07															
2025/02/08															
2025/02/09															
2025/02/10															
2025/02/11															
2025/02/12															
2025/02/13															
2025/02/14															
2025/02/15															
2025/02/16															
2025/02/17															
2025/02/18															
2025/02/19															
2025/02/20															
2025/02/21															
2025/02/22															
2025/02/23															
2025/02/24															
2025/02/25															
2025/02/26															
2025/02/27															
2025/02/28															
2025/03/01															
2025/03/02															
2025/03/03															
2025/03/04															
2025/03/05															
2025/03/06															
2025/03/07															
2025/03/08															
2025/03/09															
2025/03/10															
2025/03/11															
2025/03/12															
2025/03/13															
2025/03/14															
2025/03/15															
2025/03/16															
2025/03/17															
2025/03/18															
2025/03/19															
2025/03/20															
2025/03/21															
2025/03/22															
2025/03/23															
2025/03/24															
2025/03/25															
2025/03/26															
2025/03/27															
2025/03/28															
2025/03/29															
2025/03/30															
2025/03/31															
2025/04/01															
2025/04/02															
2025/04/03															
2025/04/04															
2025/04/05															
2025/04/06															
2025/04/07															
2025/04/08															
2025/04/09															
2025/04/10															
2025/04/11															
2025/04/12															
2025/04/13															
2025/04/14															
2025/04/15															
2025/04/16															
2025/04/17															
2025/04/18															
2025/04/19															
2025/04/20															
2025/04/21															
2025/04/22															
2025/04/23															
2025/04/24															
2025/04/25															
2025/04/26															
2025/04/27															
2025/04/28															
2025/04/29															
2025/04/30															
2025/05/01															
2025/05/02															
2025/05/03															
2025/05/04															
2025/05/05															
2025/05/06															
2025/05/07															
2025/05/08															
2025/05/09															
2025/05/10															
2025/05/11															
2025/05/12															
2025/05/13															
2025/05/14															
2025/05/15															
2025/05/16															
2025/05/17															
2025/05/18															
2025/05/19															
2025/05/20															
2025/05/21															
2025/05/22															
2025/05/23															
2025/05/24															
2025/05/25															
2025/05/26															
2025/05/27															
2025/05/28															
2025/05/29															
2025/05/30															
2025/05/31															
2025/06/01															
2025/06/02															
2025/06/03															
2025/06/04															
2025/06/05															
2025/06/06															
2025/06/07															
2025/06/08															
2025/06/09															
2025/06/10															
2025/06/11															
2025/06/12															
2025/06/13															
2025/06/14															
2025/06/15															
2025/06/16															
2025/06/17															
2025/06/18															
2025/06/19															
2025/06/20															
2025/06/21															
2025/06/22															
2025/06/23															
2025/06/24															
2025/06/25															
2025/06/26															
2025/06/27															
2025/06/28															
2025/06/29															
2025/06/30															
2025/07/01															
2025/07/02															
2025/07/03															
2025/07/04															
2025/07/05															
